description,class_id
Clay pigeon traps,028
Christmas trees of synthetic material,028
Christmas crackers,028
Chessboards,028
Chess games,028
Checkerboards,028
Candle holders for Christmas trees,028
Camouflage tape used in hunting,028
Trampoline bounce board,028
Cases specially adapted for sports equipment,028
Paddles for use with surfboards,028
Plastic toy hoops,028
Toy balloons,028
Paddles for use in paddle ball games,028
Toy buildings and accessories therefor,028
Electronic action toys,028
"Mountaineering equipment, namely, hook and ring combinations",028
Protective carrying cases specially adapted for handheld video games,028
Apparatus for electronic games other than those adapted for use with an external display screen or monitor,028
Camouflage screens [sports articles],028
Snowboard bindings,028
Treestands for hunting,028
Lures for hunting,028
Mah jong games,028
Bite sensors [fishing tackle],028
Bite indicators [fishing tackle],028
Sail board masts,028
Snow shoes,028
Artificial fishing bait,028
Basketballs,028
Baby rattles,028
Positionable printed toy figures for use in puzzles,028
Tire repair patches,012
Passenger and light truck tires,012
"Kayak equipment, namely, {indicate specific parts, e.g., paddles,   reinforcing struts, water deflecting skirts}",012
Non-motorized carts for transporting and storing recreational and sports equipment and sports balls,012
"Parts of motorcycles, namely, clutch master cylinder assemblies",012
Fuel line hoses for vehicles,012
"Parts of motorcycles, namely, master cylinders",012
"Vehicle parts, namely, power steering hoses",012
Utility terrain vehicles (UTVs),012
"Automobile suspension devices, namely, coilovers",012
Vehicle wheel hub assemblies,012
"Automobile suspension system components, namely, spring perches",012
Submarines,012
Aircraft carriers,012
Automotive conversion kits comprised of {indicate components of kits} to make structural changes to an automobile,012
Mobile gun mounts,013
Deck bags adapted for use on kayaks,012
Thwart bags adapted for use on canoes,012
Extensions for interior roof handles in vehicles,012
Molded toy figures,028
Drum keys for tuning drums,015
Mouthpieces for musical instruments,015
Harmoniums,015
"Keyboard instruments, namely, {indicate specific instruments}",015
Cymbal sticks,015
Musical rhythm sets,015
Ocarinas,015
Glockenspiels,015
Japanese hand drums (tsuzumi),015
Japanese flutes (yokobue),015
Japanese drums (taiko),015
Japanese bamboo clarinets (shakuhachi),015
Strings for western musical instruments,015
Picks for stringed instruments,015
Musical Christmas ornaments,015
Capos,015
Tuning forks,015
Cellos,015
Cymbals,015
Saxophones,015
Pianos,015
Parts for watches,014
Parts for clocks,014
Figurines of precious metal,014
Memorial jewelry,014
"Necklaces made of {indicate specific material composition, e.g., cloth, rubber silicone, leather}",014
"Bracelets made of {indicate specific material composition, e.g., cloth, rubber silicone, leather}",014
Rubber or silicone wristbands in the nature of a bracelet,014
Jewelry in the nature of identification tags for wear by humans for decorative purposes,014
Jewelry clips for adapting pierced earrings to clip-on earrings,014
"Jewelry made in whole or significant part of {specify, e.g., gold, silver, platinum, diamonds, etc.}",014
"Precious metals for use in manufacturing {indicate finished goods, e.g., jewelry, etc.}",014
"Jewelry, namely, collar tips of precious metal",014
Ornamental button covers being jewelry,014
Charms for collar jewelry and bracelet,014
Wristwatches,014
Musical jewelry boxes,014
Travel clocks,014
Amulets [jewellery],014
Statuettes of precious metal and their alloys,014
Jewellery chain of precious metal for bracelets,014
Cuff links made of porcelain,014
Precious jewels,014
Baskets of precious metal,014
"Jewellery, including imitation jewellery and plastic jewellery",014
Trophies of precious metals,014
Sports watches,014
Desk clocks,014
Watches for sporting use,014
Synthetic precious stones,014
"Jewelry, namely, arm cuffs",014
Wall plaques made of precious metal,014
"Bracelets and jewelry featuring electronic chips for attracting energy to the body wherein the electronic chips increase in power in the presence of electromagnetic fields, for the purpose of re-balancing the human energy field",014
Identity plates of precious metal,014
Jewelry that incorporates technology for rebalancing the human energy field,014
Bangles,014
Statues of precious metals,014
Silver ore,014
Gold ore,014
Jewellery cases [caskets] of precious metal,014
Jewelry incorporating a computer storage device containing medical information for medical alert purposes,014
Tie-pins of precious metal,014
Dress watches,014
Complication watches,014
Jewelry in the nature of armbands,014
Jewelry for attachment to clothing,014
Sheet metal of precious metal,014
Sheets of precious metal,014
Nylon ankle bracelets,014
Nylon bracelets,014
Cuff links,014
Cufflinks,014
Bracelets of precious metal,014
Bracelets,014
Imitation jewellery,014
Boxes of precious metal,014
Platinum,014
Jewel cases of precious metal,014
Sundials,014
Straps for wristwatches,014
Stopwatches,014
Jewellery plated with precious metals,014
Semi-precious stones,014
Silver,014
Clocks and watches,014
Gold,014
Statuettes of precious metal,014
Bronze jewelry,014
Precious metals and their alloys,014
Diamond belts,014
Chronographs for use as timepieces,014
Gold ingots,014
Emerald,014
Ear studs,014
Diving watches,014
Watch crowns,014
Watch clasps,014
Watch bracelets,014
Tie fasteners,014
Watch and clock springs,014
Unwrought precious stones,014
Topaz,014
Timepieces,014
Covers for firearms,013
Organic-nitrate explosives,013
Oil well shooting explosives,013
Nitrostarch explosives,013
Blasting gelatin,013
Nitroglycerine shells,013
Nitrating liquids used as explosives,013
Nitrated gun cotton,013
Engine exhaust tips,007
Machinery for applying coatings ultrasonically  to medical and industrial apparatus,007
Table saws,007
Pneumatically operated tire inflation machine,007
Distributors for vehicles,007
Machinery for applying ultrasonic coatings to medical apparatus,007
Air filters for vehicle motors and engines,007
Industrial sergers,007
Bilge pumps,007
Splash baffles for use in garbage disposals,007
Motors and pumps for refrigerators and freezers,007
Particle blast cleaning machines and structural parts thereof,007
Nozzles for particle blast cleaning machines and structural parts thereof,007
"Electronic and optical communications instruments and components, namely, optical receivers",009
"Electronic and optical communications instruments and components, namely, communication link testers for testing communication links",009
Computer serial ports,009
Computer memory hardware,009
Computer heat sinks,009
Computer graphics boards,009
Laser scanners for industrial inspection,009
Computer expansion boards,009
Computer component testing and calibrating equipment,009
Computer cameras,009
Computer accelerator board,009
Central processing unit (CPU) coolers,009
Central processing unit (CPU) fans,009
Central processing unit (CPU) clocks,009
Daughterboards,009
Computer stylus,009
LAN (local area network) access points for connecting network computer users,009
Flat panel display screens,009
Ethernet transceivers,009
Ethernet repeaters,009
Ethernet controllers,009
RAM (random access memory) card,009
Web consoles,009
Laboratory glassware,009
Photocopiers,009
Multimedia accelerator boards,009
USB (universal serial bus) hardware,009
"Laboratory equipment and supplies, namely, test tubes",009
Dispensers that count or measure output for use with {indicate goods being dispensed},009
"Environmental test chamber, namely, temperature simulation equipment",009
Capacitators,009
Sports helmets,009
Mobile telephones,009
"Archery equipment, namely, telescopic bow sights",009
Blank discs for computers,009
"Hand tools, namely, wrenches",008
"Sterling silver table knives, forks and spoons",008
Sterling silver table spoons,008
"Hand tools, namely, pincers",008
Sterling silver table knives,008
Sterling silver table forks,008
Stands for hand jacks,008
Swivel drivers,008
Fish forks,008
Fruit knives,008
Chucks for hand-operated tools,008
Kitchen knives,008
Billhooks,008
Ear piercing needles,008
Ear piercing guns,008
Fishing line cutters,008
Vegetable slicers,008
Throwing knives,008
Fish tape for pulling cables,008
Butcher knives,008
Pizza slicers,008
Curling tongs,008
Dies for use with hand operated tools,008
Hand saws,008
Electric nail buffers,008
Callus rasps,008
Pruning knives,008
Penknives,008
Fitted insulating covers for mountaineering ice axes,008
"Hand tools, namely, screw extractors",008
"Hand tools, namely, brassworker spatulas for stirring hot metal",008
"Hand tools, namely, graving tools",008
Hand-operated dog waste collection apparatus comprising a rod with a clamp at its end for holding a disposable bag that may be positioned beneath a dog to collect feces,008
"Hand tools, namely, riveters",008
"Hand tools, namely, levers",008
"Hand tools, namely, drills",008
"Hand tools, namely, grafting tools",008
"Hand tools, namely, scythe stones",008
"Hand tools, namely, gouges",008
"Hand tools, namely, scythe rings",008
"Hand tools, namely, grooving tools",008
"Hand tools, namely, hand seamers",008
Hand tool for picking up and moving potted plants,008
Electric fingernail polishers,008
Non-electric fingernail polishers,008
"Hand tools, namely, torque multipliers",008
"Hand tools, namely, crimp wrenches",008
"Hand tools, namely, crimp wrench sets",008
Manual hoists,008
Hand tools for repair and maintenance of bicycles,008
Manually-operated winches,008
"Hand tools, namely, rollers and brushes for applying adhesives",008
"Hand tools, namely, flat finisher boxes",008
"Hand tools, namely, awls",008
"Hand-operated automotive repair tools, namely, brake cylinder hones",008
"Hand-operated automotive repair tools, namely, brake pad spreaders",008
"Hand-operated automotive repair tools, namely, brake spring removers",008
"Hand-operated automotive repair tools, namely, disc brake piston cubes",008
